episode,cumulative_pools_created
264,1
268,2
276,3
276,4
276,5
280,6
291,7
291,8
291,9
291,10
291,11
291,12
294,13
294,14
300,15
302,16
307,17
307,18
315,19
320,20
320,21
320,22
320,23
330,24
359,25
