method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,257,278,2537,collision,7.849327048152439,101.30074891604256,0.514,0.556,0,0.0,500,1.0,197.08316909735908,collision_or_out_of_road,5.073999999999998
epsilon,Epsilon Greedy,test,300,300,0,1697,collision,5.656666666666666,176.78255745433117,1.0,0.0,0,0.0,300,1.0,176.78255745433117,collision_or_out_of_road,5.656666666666666
