method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,281,262,2304,collision,62.94200731253384,121.96180555555556,0.562,0.524,0,0.0,500,1.0,217.01388888888889,collision_or_out_of_road,4.608
epsilon,Epsilon Greedy,test,300,300,24,1568,collision,5.226666666666667,191.3265306122449,1.0,0.08,0,0.0,300,1.0,191.3265306122449,collision_or_out_of_road,5.226666666666667
