method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
epsilon,Epsilon Greedy,train,500,631.936587061733,631.54510703,631.891924364958,631.5014277800007,1.263783848729916,1.2630028555600012
epsilon,Epsilon Greedy,test,300,422.4959310153499,422.36103802599996,422.4783398495056,422.3441964859993,1.4082611328316852,1.4078139882866643
