series_id,method,source_kind,source_name,phase,episodes,summed_episode_wall_time_seconds,summed_episode_wall_time_minutes,average_wall_time_seconds_per_episode,median_wall_time_seconds_per_episode,std_wall_time_seconds_per_episode,min_wall_time_seconds_per_episode,p25_wall_time_seconds_per_episode,p75_wall_time_seconds_per_episode,p95_wall_time_seconds_per_episode,max_wall_time_seconds_per_episode,summed_episode_cpu_time_seconds,average_cpu_time_seconds_per_episode,total_environment_steps,average_environment_steps_per_episode,average_wall_time_ms_per_environment_step
epsilon,Epsilon Greedy,baseline,epsilon,train,500,719.5037841554731,11.991729735924553,1.4390075683109462,1.3435669061727822,0.8837363570719975,0.2728462740778923,0.8315964454086497,1.905167965451255,3.2735947064822537,5.005132148042321,719.1149042889999,1.4382298085779999,2600,5.2,276.73222467518195
epsilon,Epsilon Greedy,baseline,epsilon,test,300,453.60591152869165,7.560098525478194,1.5120197050956388,1.3454203626606613,0.7995688496108515,0.2884945948608219,1.0745166707783937,1.8705302100861445,3.2961304862517866,5.372643439099193,453.48165364800104,1.5116055121600034,1670,5.566666666666666,271.6203063046058
noisy,NoisyNet DQN,baseline,noisy,train,500,761.9928498137742,12.69988083022957,1.5239856996275485,1.3739600169938058,1.063286760068881,0.2836367855779826,0.8470865245908499,1.9269566310103983,3.350882213888689,8.67344138910994,761.5643385710007,1.5231286771420014,2721,5.442,280.0414736544558
noisy,NoisyNet DQN,baseline,noisy,test,300,464.0614439374767,7.734357398957945,1.546871479791589,1.3605531030334532,0.8503529547187753,0.5484712729230523,1.0823049176251516,1.8755224900087337,3.3679984017042455,6.491806423757225,463.93786600799694,1.5464595533599899,1697,5.656666666666666,273.45989625072286
rnd,DQN + RND,baseline,rnd,train,500,709.0957708558999,11.818262847598332,1.4181915417117998,1.1413397311698645,0.8613067106150089,0.280330718960613,0.8445479610236362,1.7103594152722508,3.092842925898722,5.07277988223359,708.567404499996,1.417134808999992,2531,5.062,280.1642713772817
rnd,DQN + RND,baseline,rnd,test,300,462.5334574864246,7.708890958107077,1.5417781916214153,1.357425835216418,0.846749632057595,0.5412726299837232,1.0828838278539477,1.8749372625024991,3.312732706288809,6.566563582979143,462.4011526399954,1.5413371754666514,1700,5.666666666666667,272.07850440377916
Karthikeya27adv23,Policy (Karthikeya27adv23),policy,Karthikeya27adv23,train,500,1193.838239020668,19.897303983677798,2.3876764780413358,1.892356966622174,1.9381606807087546,0.2802924066781997,1.0960417054593563,3.0557847587624565,6.37269137494731,11.708265122957528,1192.8989868579997,2.3857979737159996,4343,8.686,274.8879205665825
Karthikeya27adv23,Policy (Karthikeya27adv23),policy,Karthikeya27adv23,test,300,546.8238296508789,9.113730494181315,1.822746098836263,1.6106743190903217,1.077179457253524,0.538299429230392,1.0930865639820695,2.179761044098996,3.983048233296723,6.988314662128687,546.6263499509998,1.8220878331699994,2009,6.696666666666666,272.1870729969532
Karthikeya27adv8956,Policy (Karthikeya27adv8956),policy,Karthikeya27adv8956,train,500,1172.4236920950934,19.540394868251557,2.344847384190187,1.6781709713395685,1.9330559663748772,0.2825806261971593,1.0855005703633651,2.9763020013924693,6.393616891698908,11.5979238669388,1171.6656616489995,2.343331323297999,4305,8.61,272.33999816378474
Karthikeya27adv8956,Policy (Karthikeya27adv8956),policy,Karthikeya27adv8956,test,300,391.23377768183127,6.520562961363854,1.304112592272771,1.0618332829326391,0.927927777879723,0.5276423976756632,0.5489466866711155,1.8604531730525196,2.6541885161539542,6.836297572124749,391.1450455949994,1.3038168186499979,1463,4.876666666666667,267.41885009011025
