method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8956V2,Karthikeya27adv8956V2,train,500,226,287,4915,collision,16.49069646554951,45.98168870803662,0.452,0.574,0,0.0,500,1.0,101.7293997965412,collision_or_out_of_road,9.83
Karthikeya27adv8956V2,Karthikeya27adv8956V2,test,300,162,144,3142,collision,16.691752106685954,51.559516231699554,0.54,0.48,0,0.0,300,1.0,95.48058561425843,collision_or_out_of_road,10.47333333333333
