method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8956V2,Karthikeya27adv8956V2,train,500,0,0.0,4915,4915,500,1.0,101.7293997965412,collision_or_out_of_road_or_policy_safety_stop,9.83,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8956V2,Karthikeya27adv8956V2,test,300,0,0.0,3142,3142,300,1.0,95.48058561425843,collision_or_out_of_road_or_policy_safety_stop,10.47333333333333,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
