method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
ch6b,Median 50,train,500,162,366,41590,collision,214.91100372201933,3.895167107477759,0.324,0.732,0,0.0,499,0.998,11.998076460687665,collision_or_out_of_road,83.17999999999996
ch6b,Median 50,test,300,66,252,18829,collision,188.29173257921764,3.505231292155717,0.22,0.84,1,0.0033333333333333335,299,0.9966666666666667,15.879759944766052,collision_or_out_of_road,62.78666666666669
