method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv8956,Karthikeya27adv8956,train,500,860.4120237831958,859.660405148,860.3718494386412,859.6214895179997,1.7207436988772824,1.7192429790359995
Karthikeya27adv8956,Karthikeya27adv8956,test,300,450.985123320017,450.63051118,450.97085604071617,450.61706313999935,1.5032361868023871,1.5020568771333311
