series_id,method,source_kind,source_name,phase,episodes,summed_episode_wall_time_seconds,summed_episode_wall_time_minutes,average_wall_time_seconds_per_episode,median_wall_time_seconds_per_episode,std_wall_time_seconds_per_episode,min_wall_time_seconds_per_episode,p25_wall_time_seconds_per_episode,p75_wall_time_seconds_per_episode,p95_wall_time_seconds_per_episode,max_wall_time_seconds_per_episode,summed_episode_cpu_time_seconds,average_cpu_time_seconds_per_episode,total_environment_steps,average_environment_steps_per_episode,average_wall_time_ms_per_environment_step
epsilon,Epsilon Greedy,baseline,epsilon,train,500,410.1772898909694,6.83628816484949,0.8203545797819388,0.8203075089986669,0.3081847720873039,0.243711479997728,0.5895670910031185,0.998701211741718,1.3523361695930363,2.403820852021454,406.43304858499937,0.8128660971699987,44401,88.802,9.238019186301422
epsilon,Epsilon Greedy,baseline,epsilon,test,300,147.8420573504991,2.4640342891749847,0.49280685783499695,0.48013913750764914,0.12432427080220995,0.267471734987339,0.4006974945077672,0.5768688550087973,0.722043710804428,0.9280863989843056,147.973358383,0.49324452794333334,23199,77.33,6.37277716067499
noisy,NoisyNet DQN,baseline,noisy,train,500,476.41985905190813,7.940330984198469,0.9528397181038163,0.7912206814944511,0.68543946328131,0.2164774349948857,0.6693849225121085,0.9412765389934066,2.297241574451618,5.040573795995442,470.4791578169999,0.9409583156339998,47181,94.362,10.097705836076136
noisy,NoisyNet DQN,baseline,noisy,test,300,148.72236804428394,2.478706134071399,0.4957412268142798,0.483597352009383,0.12892418409197437,0.2640083830046933,0.3978806362356408,0.5821802815044066,0.7316006510140142,0.91916129499441,148.85946280100143,0.4961982093366714,22932,76.44,6.485364034723702
rnd,DQN + RND,baseline,rnd,train,500,496.3170884279243,8.271951473798739,0.9926341768558486,0.9877103375038132,0.3578347728252048,0.1838350880134385,0.7599821234907722,1.1913193017608135,1.5414850640416256,2.8027629329881165,484.5492566230005,0.9690985132460009,45522,91.044,10.902796195859679
rnd,DQN + RND,baseline,rnd,test,300,151.46241001496674,2.5243735002494456,0.5048747000498891,0.48982423199049663,0.12905616500552097,0.2558779999963008,0.4098063437340897,0.5904666955029825,0.7584617699540104,0.9221107870107516,151.59692117600184,0.5053230705866728,23241,77.47,6.517034981927057
Karthikeya27adv8,Policy (Karthikeya27adv8),policy,Karthikeya27adv8,train,500,856.6514908627723,14.277524847712872,1.7133029817255447,0.8242292670038296,1.8962153187033406,0.1918854530085809,0.46664880023308797,2.283665861999907,6.649888006394027,8.312323664984433,8878.536613212998,17.757073226425998,66990,133.98,12.787751766872255
Karthikeya27adv8,Karthikeya27adv8 Pure DQN,policy,Karthikeya27adv8,test,300,93.23395774888922,1.5538992958148203,0.3107798591629641,0.29895107049378566,0.08895051020865176,0.1496377259900327,0.24108514150429977,0.37010542600182816,0.47366563510440757,0.6414700979948975,93.31112039001164,0.31103706796670544,13212,44.04,7.056763377905633
Karthikeya27adv20,Policy (Karthikeya27adv20),policy,Karthikeya27adv20,train,500,970.9635343949703,16.182725573249506,1.9419270687899406,1.3836864459990466,1.6873068857535158,0.1975297529934323,0.7054564597510762,2.691770166249626,6.230219699000371,7.927800507000938,8153.242072690995,16.30648414538199,88676,177.352,10.949563967645929
Karthikeya27adv20,Karthikeya27adv20 Pure DQN,policy,Karthikeya27adv20,test,300,510.96615533789736,8.516102588964957,1.703220517792991,1.5345647315007227,0.868747633565386,0.3778015670031891,1.012891725749796,2.35792486599712,3.3235224427971852,3.7846143760034474,511.41102713400414,1.7047034237800138,102974,343.24666666666667,4.962089025753077
