series_id,method,source_kind,source_name,phase,episodes,summed_episode_wall_time_seconds,summed_episode_wall_time_minutes,average_wall_time_seconds_per_episode,median_wall_time_seconds_per_episode,std_wall_time_seconds_per_episode,min_wall_time_seconds_per_episode,p25_wall_time_seconds_per_episode,p75_wall_time_seconds_per_episode,p95_wall_time_seconds_per_episode,max_wall_time_seconds_per_episode,summed_episode_cpu_time_seconds,average_cpu_time_seconds_per_episode,total_environment_steps,average_environment_steps_per_episode,average_wall_time_ms_per_environment_step
epsilon,Epsilon Greedy,baseline,epsilon,train,500,395.4630181960965,6.5910503032682755,0.790926036392193,0.7760682030057069,0.3102656531883332,0.1829010939982254,0.5815687077520124,0.9595195932524804,1.3081919006028329,2.0649113330000546,390.14662087500034,0.7802932417500007,43409,86.818,9.110161906427159
epsilon,Epsilon Greedy,baseline,epsilon,test,300,150.49231193405285,2.508205198900881,0.5016410397801762,0.49055976750241825,0.126026718198525,0.2558456440019654,0.4116274514963152,0.5836844879995624,0.7387965674424777,0.9222603939997498,150.61234129600018,0.5020411376533339,23475,78.25,6.410748112206724
noisy,NoisyNet DQN,baseline,noisy,train,500,491.3550126447808,8.189250210746346,0.9827100252895616,0.7772056164976675,0.8084574593448758,0.1700100379966898,0.62586084499344,0.9435795922545368,3.037408673146999,5.430772963998606,484.4477576420006,0.9688955152840012,49406,98.812,9.94524982076632
noisy,NoisyNet DQN,baseline,noisy,test,300,71.40453752501344,1.1900756254168907,0.23801512508337813,0.204422278497077,0.1113006003652626,0.1054349600017303,0.1638440657479805,0.2591783974930877,0.4655889482091882,0.7437273639952764,71.46546336499978,0.23821821121666592,7148,23.826666666666668,9.989442854646535
rnd,DQN + RND,baseline,rnd,train,500,488.8946351951017,8.148243919918363,0.9777892703902035,0.9708491365017835,0.3460320181157903,0.2235778519971063,0.7468651932540524,1.184883338490181,1.5954813652017037,2.050602709990926,479.4833640639954,0.9589667281279908,44631,89.262,10.954149250411188
rnd,DQN + RND,baseline,rnd,test,300,165.88079785300943,2.764679964216824,0.5529359928433647,0.5373983225072152,0.14063776270313116,0.2894267090014182,0.4452881119941594,0.6420503949993872,0.7984158910549013,0.960561857005814,165.98760887399635,0.5532920295799878,23246,77.48666666666666,7.1358856514243065
Karthikeya27adv8,Policy (Karthikeya27adv8),policy,Karthikeya27adv8,train,500,442.47858140403696,7.374643023400616,0.8849571628080739,0.8018558500043582,0.40726146857051637,0.2085994599910918,0.6107642962560931,1.1122970854921732,1.4719474731093212,4.59579984699667,3650.251196283005,7.30050239256601,33836,67.672,13.077153960398302
Karthikeya27adv8,Karthikeya27adv8 Pure DQN,policy,Karthikeya27adv8,test,300,157.3188115421217,2.621980192368695,0.524396038473739,0.4777023089991417,0.2349964457740069,0.2432254230079706,0.40036176450303174,0.5752131334884325,0.8237692201480974,1.967084263000288,157.4509432920031,0.5248364776400103,27711,92.37,5.677125024074256
Karthikeya27adv20,Policy (Karthikeya27adv20),policy,Karthikeya27adv20,train,500,440.5555105069652,7.342591841782753,0.8811110210139305,0.8333024014973489,0.3980339674786425,0.2175967739967745,0.5825310545005777,1.1317838462509826,1.498331160953967,3.6821725300033,3648.5548436380027,7.297109687276006,33886,67.772,13.0011069617826
Karthikeya27adv20,Karthikeya27adv20 Pure DQN,policy,Karthikeya27adv20,test,300,161.66168263789586,2.6943613772982644,0.5388722754596529,0.48718847650161473,0.241526663385974,0.2638991909989272,0.4092379867488489,0.5915427257514239,0.8264994821030995,1.826964815998508,161.78221245099803,0.5392740415033268,27553,91.84333333333333,5.867298756501865
Karthikeya27adv23,Policy (Karthikeya27adv23),policy,Karthikeya27adv23,train,500,431.6819420240208,7.194699033733681,0.8633638840480417,0.7844576514999062,0.39733988134746834,0.2530781330024183,0.6165629220004121,1.0491129879992513,1.4738764453000837,5.327484227997047,3513.140827199996,7.026281654399992,30026,60.052,14.376938054486805
Karthikeya27adv23,Karthikeya27adv23 Pure DQN,policy,Karthikeya27adv23,test,300,146.1642160880292,2.43607026813382,0.487214053626764,0.469125654999516,0.12915203543489912,0.2458919160017103,0.38919558774978213,0.5699316917498436,0.7498544311483784,0.8790785630008031,146.2858738789987,0.48761957959666236,22724,75.74666666666667,6.432151737723517
