episode,cumulative_pools_created
124,1
124,2
124,3
124,4
125,5
126,6
128,7
129,8
131,9
131,10
132,11
137,12
141,13
142,14
146,15
148,16
153,17
154,18
155,19
160,20
161,21
163,22
167,23
167,24
167,25
167,26
168,27
168,28
174,29
174,30
174,31
175,32
175,33
176,34
182,35
184,36
184,37
184,38
190,39
190,40
190,41
194,42
196,43
196,44
199,45
200,46
201,47
201,48
205,49
206,50
206,51
206,52
207,53
207,54
209,55
209,56
209,57
212,58
215,59
215,60
220,61
220,62
222,63
230,64
231,65
232,66
232,67
236,68
255,69
280,70
281,71
283,72
288,73
288,74
298,75
304,76
304,77
379,78
379,79
386,80
387,81
390,82
410,83
426,84
443,85
