method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8highway,Karthikeya27adv8highway,train,500,219,291,2516,collision,9.329103781461676,87.0429252782194,0.438,0.582,0,0.0,500,1.0,198.7281399046105,collision_or_out_of_road,5.031999999999998
Karthikeya27adv8highway,Karthikeya27adv8highway,test,300,298,20,1563,collision,5.230960837887068,190.6589891234805,0.9933333333333333,0.06666666666666667,0,0.0,300,1.0,191.93857965451056,collision_or_out_of_road,5.209999999999999
