policy_folder,display_label,source_name,source_csv,experiment,method
Karthikeya27adv23,Policy (Karthikeya27adv23),Karthikeya27adv23,/workspace/convergence/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_13/Karthikeya27adv23/all_episode_results.csv,Karthikeya27adv23,Karthikeya27adv23
