episode,cumulative_pools_created
168,1
169,2
169,3
170,4
170,5
172,6
173,7
173,8
175,9
175,10
176,11
176,12
177,13
177,14
178,15
178,16
178,17
179,18
179,19
179,20
179,21
180,22
180,23
180,24
181,25
182,26
182,27
182,28
182,29
182,30
182,31
182,32
183,33
183,34
184,35
184,36
184,37
185,38
187,39
187,40
187,41
187,42
188,43
188,44
190,45
190,46
190,47
190,48
190,49
190,50
191,51
191,52
191,53
191,54
191,55
191,56
191,57
193,58
194,59
194,60
195,61
196,62
196,63
196,64
196,65
196,66
196,67
196,68
196,69
196,70
196,71
196,72
196,73
196,74
196,75
196,76
196,77
196,78
196,79
196,80
196,81
196,82
196,83
196,84
196,85
196,86
196,87
196,88
196,89
196,90
196,91
196,92
196,93
196,94
196,95
196,96
196,97
196,98
196,99
196,100
197,101
197,102
197,103
197,104
197,105
197,106
197,107
197,108
197,109
197,110
197,111
197,112
197,113
197,114
197,115
197,116
197,117
197,118
198,119
198,120
198,121
198,122
198,123
198,124
198,125
198,126
198,127
198,128
198,129
198,130
198,131
198,132
198,133
198,134
198,135
198,136
198,137
198,138
198,139
199,140
199,141
199,142
199,143
199,144
199,145
199,146
199,147
199,148
199,149
199,150
200,151
200,152
200,153
201,154
201,155
201,156
201,157
202,158
202,159
202,160
202,161
202,162
202,163
202,164
202,165
202,166
202,167
202,168
202,169
202,170
202,171
202,172
203,173
203,174
203,175
203,176
203,177
203,178
203,179
204,180
205,181
205,182
205,183
205,184
205,185
206,186
206,187
206,188
206,189
206,190
206,191
207,192
207,193
207,194
207,195
207,196
207,197
207,198
208,199
208,200
208,201
208,202
208,203
208,204
208,205
208,206
209,207
209,208
209,209
209,210
209,211
209,212
209,213
209,214
209,215
209,216
209,217
209,218
209,219
209,220
209,221
209,222
210,223
210,224
210,225
210,226
210,227
210,228
210,229
210,230
210,231
210,232
211,233
211,234
211,235
211,236
211,237
211,238
211,239
212,240
212,241
212,242
212,243
212,244
212,245
212,246
212,247
212,248
212,249
212,250
212,251
212,252
212,253
212,254
212,255
212,256
213,257
213,258
213,259
213,260
213,261
213,262
213,263
213,264
213,265
214,266
214,267
214,268
214,269
214,270
214,271
214,272
214,273
214,274
214,275
214,276
215,277
215,278
215,279
216,280
216,281
216,282
216,283
216,284
216,285
216,286
216,287
216,288
216,289
216,290
216,291
216,292
216,293
216,294
216,295
216,296
216,297
216,298
216,299
216,300
216,301
216,302
216,303
216,304
216,305
216,306
216,307
216,308
216,309
216,310
216,311
216,312
216,313
216,314
216,315
216,316
217,317
217,318
217,319
217,320
217,321
217,322
217,323
218,324
218,325
218,326
218,327
218,328
218,329
218,330
218,331
218,332
218,333
219,334
219,335
219,336
219,337
219,338
219,339
219,340
221,341
221,342
221,343
221,344
221,345
221,346
222,347
222,348
222,349
222,350
222,351
223,352
223,353
223,354
225,355
226,356
226,357
226,358
226,359
226,360
226,361
226,362
226,363
230,364
230,365
235,366
235,367
240,368
240,369
240,370
244,371
245,372
249,373
255,374
255,375
255,376
255,377
255,378
256,379
256,380
256,381
256,382
256,383
270,384
270,385
271,386
281,387
282,388
290,389
295,390
295,391
298,392
298,393
298,394
298,395
298,396
302,397
307,398
310,399
314,400
314,401
317,402
317,403
339,404
345,405
357,406
357,407
358,408
358,409
362,410
362,411
362,412
363,413
380,414
394,415
395,416
395,417
395,418
395,419
395,420
395,421
395,422
396,423
396,424
396,425
396,426
397,427
397,428
