method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv8956V2,Karthikeya27adv8956V2,train,500,983.4508124830027,983.6851438690001,983.3904277449183,983.6256959780003,1.9667808554898365,1.9672513919560006
Karthikeya27adv8956V2,Karthikeya27adv8956V2,test,300,353.3193886450026,353.58507277900003,353.30959278509545,353.5758833430016,1.1776986426169849,1.1785862778100054
