pool_id,status,promotion_evidence_visits,absorbed_candidate_visits,absorbed_candidate_action_evidence,active_pool_mask_visits,matched_state_count,exploration_pass,actions_tried,remaining_actions,coverage_percent,unknown_actions,safe_actions,blocked_actions,unknown_mask,safe_mask,blocked_mask,total_action_attempts,total_safe_outcomes,total_collision_outcomes,total_out_of_road_outcomes,total_warnings,action_attempt_counts,safe_outcome_counts,collision_outcome_counts,out_of_road_outcome_counts,warning_counts,first_episode_created,last_episode_visited,mean_general_cosine_similarity,mean_general_rms_distance,mean_safety_cosine_similarity,mean_safety_rms_distance,centroid_updates,centroid_frozen_by_stability,centroid_frozen_by_cap
18,ACTIVE,4,0,0,1,1,INITIAL,3,6,33.333333333333336,8,0,1,495,0,16,5,0,0,0,4,0|1|0|0|3|1|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|3|1|0|0|0,201,311,0.8463287949562073,0.34789416193962097,0.9909222722053528,0.06213882938027382,1,False,False
53,ACTIVE,4,0,0,3,3,INITIAL,5,4,55.55555555555556,7,0,2,493,0,18,7,0,1,0,6,0|1|0|0|3|1|0|1|1,0|0|0|0|0|0|0|0|0,0|1|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|3|1|0|1|1,204,349,0.8833191990852356,0.26076961557070416,0.9983876744906107,0.025580286436403792,3,False,False
91,ACTIVE,4,0,0,0,0,INITIAL,2,7,22.22222222222222,8,1,0,495,16,0,4,4,0,0,0,0|1|0|0|3|0|0|0|0,0|1|0|0|3|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,209,209,0.0,0.0,0.0,0.0,0,False,False
95,ACTIVE,4,4,3,2,2,INITIAL,4,5,44.44444444444444,7,1,1,463,16,32,10,8,0,1,1,0|1|0|0|7|1|0|1|0,0|1|0|0|7|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|1|0|0|0,0|0|0|0|0|0|0|1|0,209,314,0.8971182703971863,0.38361942768096924,0.9993808567523956,0.018140971893444657,5,False,False
106,ACTIVE,4,0,0,0,0,INITIAL,2,7,22.22222222222222,8,1,0,495,16,0,4,4,0,0,0,0|1|0|0|3|0|0|0|0,0|1|0|0|3|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,209,209,0.0,0.0,0.0,0.0,0,False,False
109,ACTIVE,4,0,0,6,6,INITIAL,8,1,88.88888888888889,7,1,1,239,16,256,10,6,0,1,2,1|1|1|0|3|1|1|1|1,1|1|0|0|3|0|0|1|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|1,0|0|1|0|0|1|0|0|0,209,341,0.9755679766337076,0.12080075250317653,1.0,0.0,6,False,False
110,ACTIVE,4,0,0,9,9,UNKNOWN,9,6,100.0,7,1,1,367,128,16,13,4,0,0,7,1|2|1|1|3|1|1|2|1,0|0|0|0|1|0|1|2|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1|1|1|0|2|1|0|0|1,209,341,0.9687256283230252,0.12536406848165724,1.0,0.0,3,True,False
116,ACTIVE,4,3,2,5,5,INITIAL,7,2,77.77777777777777,6,0,3,399,0,112,12,3,1,1,6,0|1|1|0|6|1|1|1|1,0|0|0|0|2|0|0|1|0,0|0|0|0|0|1|0|0|0,0|0|0|0|0|0|1|0|0,0|0|1|0|4|0|0|0|1,210,337,0.8713694334030151,0.3042437076568604,0.9923612236976623,0.06586036309599877,7,False,False
131,ACTIVE,4,0,0,1,1,INITIAL,3,6,33.333333333333336,7,1,1,463,16,32,5,3,0,1,1,0|1|0|0|3|1|0|0|0,0|0|0|0|3|0|0|0|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|1|0|0|0,0|1|0|0|0|0|0|0|0,211,216,0.8695486783981323,0.5084601640701294,0.9955447316169739,0.08978446573019028,1,False,False
104,ACTIVE,4,2,2,3,3,INITIAL,5,4,55.55555555555556,6,1,2,207,16,288,9,6,0,2,1,0|1|0|0|5|1|0|1|1,0|1|0|0|4|0|0|1|0,0|0|0|0|0|0|0|0|0,0|0|0|0|0|1|0|0|1,0|0|0|0|1|0|0|0|0,211,318,0.904603123664856,0.5145022968451182,0.9991870919863383,0.047577812103554606,5,False,False
