policy_folder,display_label,evaluation_variant,source_name,source_csv,experiment,method
Karthikeya27adv8highway,Policy (Karthikeya27adv8highway),standard,Karthikeya27adv8highway,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_17/Karthikeya27adv8highway/all_episode_results.csv,Karthikeya27adv8highway,Karthikeya27adv8highway
