method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,train,500,137,383,2395,collision,21.37102024843776,57.20250521920668,0.274,0.766,0,0.0,500,1.0,208.76826722338205,collision_or_out_of_road,4.789999999999997
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,test,300,299,1,1740,collision,5.816053511705685,171.83908045977012,0.9966666666666667,0.0033333333333333335,0,0.0,300,1.0,172.41379310344828,collision_or_out_of_road,5.8
