phase,experiment,method,episode,env_reward,training_reward,steps,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,median_50_first,Median First,24,1096.1704150491303,1103.1528995845822,500,11.125295162200928,7.427440058000002,11.125015625,2.8779296875,0.0,36.0,4437.0,49140.0,122.5,36.0,0.14928137365542352,500,0.005330237231282809,0.013911666698592418,0.005330237231282809,7523,7460,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,25,126.46213079345708,126.61855272782405,59,1.2214407920837402,0.8215804609999395,1.2212476806640624,2.8779296875,0.0,41.0,4437.0,49140.0,121.8,36.0,0.17029087764795048,59,0.012240163927899785,0.0025288175872808013,0.012240163927899785,7582,7519,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,26,997.4108389690385,1002.6187302545784,500,11.441513776779175,7.731493892999879,11.4412705078125,2.8779296875,0.0,35.0,4437.0,49140.0,124.85,36.0,0.1392021616147831,500,0.02739171409917799,0.010141865430089636,0.02739171409917799,8082,8019,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,27,124.36305982495975,124.51311273065213,58,1.356614351272583,0.9292214320000767,1.3562681884765626,2.8779296875,0.0,37.0,4437.0,49140.0,114.98,36.0,0.17448279266406236,58,0.011606411405252936,0.0024710549496089894,0.011606411405252936,8140,8077,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,28,126.48507743108621,126.63511012628967,59,1.266268253326416,0.7481561750000765,1.2660540771484374,2.8779296875,0.0,34.0,4437.0,49140.0,114.68,35.0,0.16391344542094208,59,0.010924951771966781,0.0024336775196267743,0.010924951771966781,8199,8136,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,29,124.33458766444504,124.4778851127575,58,1.3073606491088867,0.8989666610000313,1.3070499267578124,2.8779296875,0.0,37.0,4437.0,49140.0,117.24,36.0,0.1923181899855363,58,0.009300491480550182,0.002377640745754467,0.009300491480550182,8257,8194,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,30,124.40264699150343,124.54381372823694,58,1.2788581848144531,0.9265043619998323,1.2785213623046876,2.8779296875,0.0,36.0,4437.0,49140.0,120.33,35.0,0.10253278260793665,58,0.009005322126101637,0.0023438560327650967,0.009005322126101637,8315,8252,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,31,124.33194206370851,124.47081028366436,58,1.312779188156128,0.8887311219998537,1.3124761962890625,2.8779296875,0.0,35.0,4437.0,49140.0,115.85,35.0,0.14882746554011927,58,0.008812165471116996,0.002306157999700021,0.008812165471116996,8373,8310,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,32,126.41152778654539,126.55500899273409,59,1.211343765258789,0.8504690449999543,1.2110660400390625,2.8779296875,0.0,41.0,4437.0,49140.0,134.41,36.0,0.11870130653477322,59,0.008996108640330623,0.0023419237642528304,0.008996108640330623,8432,8369,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,33,124.36742078533895,124.50363909478082,58,1.335108757019043,0.9343331439999929,1.3347835693359376,2.8779296875,0.0,37.0,4437.0,49140.0,140.03,36.0,0.13709984483711166,58,0.007875932887365142,0.002269832213227875,0.007875932887365142,8490,8427,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
