experiment,method,lr_multiplier,learning_rate,final_learning_rate,average_train_reward,median_train_reward,std_train_reward,min_train_reward,max_train_reward,q1_train_reward,q3_train_reward,average_test_reward,median_test_reward,mode_test_reward,min_test_reward,max_test_reward,range_test_reward,std_test_reward,q1_test_reward,q3_test_reward,convergence_episode,convergence_time_seconds,convergence_cpu_time_seconds,convergence_gpu_time_seconds,total_training_wall_time_seconds,total_training_cpu_time_seconds,total_training_gpu_time_seconds,total_training_episodes,dqn_technology,rnd_beta,count_beta,count_state_bin_size,network_frozen_during_testing
standard_epsilon,Epsilon,1.0,0.0001,0.0001,471.46820713462637,132.7636437244381,373.3304936738651,-97.99442927096577,1110.035403365904,126.41694900977049,846.1153903600728,134.5812958108915,134.86216185408475,143.323599,122.36807367409398,143.32359929616007,20.95552562206609,3.0930839174422395,132.78532824050592,136.96253770876797,10,56.80144729137421,36.304794798880025,56.79842008079525,2840.0723645687103,1815.239739944001,2839.9210040397625,500,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,True
median_50_first,Median First,1.0,0.0001,0.0001,630.1518167616744,738.94509103062,416.6910131377203,115.85898867853672,1145.5737586226473,126.46242601054672,1043.7936871370207,132.94925233447603,132.84209598416888,141.1476,115.77158412101909,141.14759959934477,25.376015478325684,3.6645468788661755,130.72612426986,134.93084842037356,10,69.60607488632202,48.55742654469999,69.60291526733397,3480.303744316101,2427.8713272349996,3480.1457633666987,500,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,True
median_50,Median 50,1.0,0.0001,0.0001,500.22860751983666,606.8548024117152,355.1161576704596,120.15668790194167,1127.6753569909365,126.40590603875803,819.609350310248,134.9071245028115,134.88707032861055,143.157896,126.41838921719295,143.15789575856468,16.739506541371725,2.827494769227096,132.79740493363397,136.94848837631986,10,62.683869943618774,43.04390723546034,62.68053628784179,3134.1934971809387,2152.195361773017,3134.0268143920894,500,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,True
ensemble_epsilon_medianfirst_median50,Ensemble,1.0,0.0001,0.0001,354.9159394689863,124.32406889763573,450.96513984218643,115.9814341501813,1272.243754670541,122.26011626618036,126.49520985621973,214.40692188725018,136.92748812898145,1204.626431,120.1064191102256,1204.626430939772,1084.5200118295465,250.08598178533484,134.874246925247,141.12649629711913,10,35.32574882507324,25.021666652860112,35.32238586425787,1766.287441253662,1251.0833326430056,1766.1192932128934,500,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,True
