phase,experiment,method,episode,env_reward,training_reward,steps,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,standard_epsilon,Epsilon,13,130.62897138169683,130.91022114197506,61,1.1095435619354248,0.6931349749999924,1.10931005859375,2.00634765625,0.0,34.0,4437.0,49140.0,134.81,36.0,0.2458305385757665,61,0.05798584597851302,0.004030793348054725,0.05798584597851302,4776,4713,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 14, 'greedy': 47}"
train,standard_epsilon,Epsilon,14,610.1924717880265,623.2360862853724,500,11.52490782737732,7.058465175999999,11.5247607421875,2.00634765625,0.0,26.0,4437.0,49140.0,139.44,36.0,0.2578355959188193,500,0.048888875260934585,0.025598340242085373,0.048888875260934585,5276,5213,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 404, 'epsilon_random': 96}"
train,standard_epsilon,Epsilon,15,896.3364336754951,908.6316715741614,500,11.794241905212402,7.49922196,11.79390625,2.00634765625,0.0,40.0,4437.0,49140.0,111.34,35.0,0.25579408212006094,500,0.03160365275471122,0.024274439269785262,0.03160365275471122,5776,5713,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 407, 'epsilon_random': 93}"
train,standard_epsilon,Epsilon,16,593.9906489461574,607.3426576770812,492,11.575981616973877,7.168378419999996,11.57535546875,2.00634765625,0.0,30.0,4437.0,49140.0,117.54,35.0,0.25216355683978614,492,0.028636899302281513,0.026851860134868313,0.028636899302281513,6268,6205,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 389, 'epsilon_random': 103}"
train,standard_epsilon,Epsilon,17,126.41222526460602,126.61714688927538,59,1.2233169078826904,0.8468764250000049,1.2230369873046876,2.00634765625,0.0,36.0,4437.0,49140.0,133.3,36.0,0.24543434174699805,59,0.03960929120105486,0.003077154963741556,0.03960929120105486,6327,6264,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 50, 'epsilon_random': 9}"
train,standard_epsilon,Epsilon,18,635.855464198786,648.535065364448,500,11.147820949554443,7.094469524000004,11.147685546875,2.00634765625,0.0,31.0,4437.0,49140.0,111.07,35.0,0.19832262234389783,500,0.016638519356958568,0.025192817137752833,0.016638519356958568,6827,6764,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 107, 'greedy': 393}"
train,standard_epsilon,Epsilon,19,122.31720414499608,122.52373399566274,57,1.2757196426391602,0.8268793680000073,1.2753531494140624,2.00634765625,0.0,38.0,4437.0,49140.0,121.22,35.0,0.15037508370975652,57,0.07128615523361716,0.00291046916111413,0.07128615523361716,6884,6821,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 47, 'epsilon_random': 10}"
train,standard_epsilon,Epsilon,20,668.9670879499615,679.4561649579474,500,11.631369352340698,7.501717988999999,11.631181640625,2.00634765625,0.0,31.0,4437.0,49140.0,119.39,35.0,0.24022361961752176,500,0.010429845740480233,0.020873855558565718,0.010429845740480233,7384,7321,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 405, 'epsilon_random': 95}"
train,standard_epsilon,Epsilon,21,124.40351862154928,124.58776347921165,58,1.2841134071350098,0.8448817370000086,1.2836427001953126,2.00634765625,0.0,38.0,4437.0,49140.0,120.16,35.0,0.2899034655460253,58,0.04026957721838824,0.0027739397047524448,0.04026957721838824,7442,7379,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 45, 'epsilon_random': 13}"
train,standard_epsilon,Epsilon,22,134.93877709174043,135.14657094164528,63,1.0964760780334473,0.6576351850000037,1.0962427978515625,2.00634765625,0.0,33.0,4437.0,49140.0,126.41,35.0,0.25058015446282095,63,0.01998160151595671,0.0030984990626956193,0.01998160151595671,7505,7442,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 48, 'epsilon_random': 15}"
