method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
epsilon,Epsilon Greedy,train,500,327.88356691100125,327.803994283,327.8528467359538,327.77422949400005,0.6557056934719075,0.6555484589880001
epsilon,Epsilon Greedy,test,300,249.87940647999858,250.07854750700005,249.87151774999438,250.07119559300025,0.8329050591666479,0.8335706519766675
