method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8956V2,Karthikeya27adv8956V2,train,500,0,0.0,5269,5269,500,1.0,94.89466691971911,collision_or_out_of_road_or_policy_safety_stop,10.537999999999998,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8956V2,Karthikeya27adv8956V2,test,300,0,0.0,1667,1667,300,1.0,179.9640071985603,collision_or_out_of_road_or_policy_safety_stop,5.556666666666667,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
