method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
noisy,NoisyNet DQN,train,500,492.2139273649991,488.786298169,488.6773432189948,485.2476706969975,0.9773546864379896,0.970495341393995
noisy,NoisyNet DQN,test,300,68.98500632499781,69.03996999300011,67.05627140799697,67.10974843199756,0.22352090469332325,0.22369916143999186
