method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv23,Karthikeya27adv23,train,500,417.81479693599977,3621.2326959200004,414.75061768496744,3615.537295005999,0.8295012353699349,7.231074590011998
Karthikeya27adv23,Karthikeya27adv23,test,300,147.91692328999852,148.0406416320002,146.01473277898913,146.13704697199955,0.48671577592996373,0.48712348990666515
