method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,train,500,0,0.0,3242,3242,500,1.0,154.22578655151142,collision_or_out_of_road_or_policy_safety_stop,6.484,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,test,300,0,0.0,1787,1787,300,1.0,167.87912702853944,collision_or_out_of_road_or_policy_safety_stop,5.956666666666665,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
