episode,cumulative_pools_created
63,1
69,2
72,3
74,4
75,5
77,6
80,7
81,8
85,9
91,10
92,11
93,12
93,13
94,14
94,15
104,16
104,17
107,18
109,19
110,20
111,21
112,22
112,23
113,24
113,25
115,26
125,27
132,28
134,29
161,30
171,31
171,32
181,33
183,34
187,35
188,36
196,37
215,38
222,39
241,40
249,41
267,42
270,43
287,44
290,45
291,46
299,47
299,48
317,49
319,50
324,51
338,52
353,53
362,54
374,55
385,56
396,57
405,58
409,59
413,60
446,61
461,62
464,63
