method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,train,500,521.360641909996,521.3669215460001,521.1675660839464,521.1746481659999,1.0423351321678929,1.0423492963319998
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,test,300,281.1329261560022,281.33221848999995,281.1242465400428,281.32406827999944,0.9370808218001426,0.9377468942666648
