phase,experiment,method,episode,env_reward,training_reward,steps,termination_reason,ended_before_max_steps,collision,collision_actor_type,collision_actor_id,collision_actor_role_name,collision_intensity,stuck,stuck_step_count,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,ram_used_mb,ram_total_mb,ram_percent,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,noisy_count,Noisy + Count,0,107.55332388800461,108.38710985782811,50,stuck,True,False,none,-1,,0.0,True,50,2.224498987197876,1.3569798940000002,2.221098388671875,1.41552734375,0.0,0.0,0.0,0.0,34.0,5841.0,49140.0,128.96,36.0,0.0,0,0.0,0.016675719396472426,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 50}
train,noisy_count,Noisy + Count,1,1266.4718100184025,1286.1019079335726,500,max_steps,False,False,none,-1,,0.0,False,0,12.544111251831055,6.3488457060000005,12.5411640625,2.03515625,0.0,0.0,0.0,0.0,35.0,5851.0,49140.0,112.3,35.0,30.566313146076162,487,0.0,0.03926019583034043,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
train,noisy_count,Noisy + Count,2,1256.0319470253635,1274.0159598276434,500,max_steps,False,False,none,-1,,0.0,False,0,12.705053806304932,6.996432927000001,12.701654296875,2.03515625,0.0,0.0,0.0,0.0,37.0,5851.0,49140.0,114.97,35.0,18.241218256235122,500,0.0,0.03596802560455809,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
train,noisy_count,Noisy + Count,3,514.5027512830584,533.1024488600009,500,max_steps,False,False,none,-1,,0.0,False,0,12.409136056900024,6.244902588000002,12.406556640625,2.03515625,0.0,0.0,0.0,0.0,36.0,5851.0,49140.0,113.73,35.0,21.14676177543402,500,0.0,0.037199395153885484,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
train,noisy_count,Noisy + Count,4,903.7479527440144,920.8970093627161,492,collision,True,True,vehicle.mini.cooper_s,38906,autopilot,36280.51748533054,False,0,12.764777898788452,5.9281921749999995,12.7610068359375,2.03515625,0.0,0.0,0.0,0.0,33.0,5851.0,49140.0,111.95,35.0,19.586721461235992,492,0.0,0.03485580613557113,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 492}
train,noisy_count,Noisy + Count,5,497.7339501048367,510.74659125647304,321,collision,True,True,vehicle.lincoln.mkz_2017,38914,autopilot,31933.5245211774,False,0,8.903531312942505,4.349221814000003,8.90093359375,2.03515625,0.0,0.0,0.0,0.0,27.0,5851.0,49140.0,108.73,34.0,41.300538484738254,321,0.0,0.04053782290229269,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 321}
train,noisy_count,Noisy + Count,6,1257.188655106884,1275.9924016043437,500,max_steps,False,False,none,-1,,0.0,False,0,13.911901712417603,6.144401914999996,13.908671875,2.03515625,0.0,0.0,0.0,0.0,30.0,5851.0,49140.0,108.02,34.0,50.70490801024437,500,0.0,0.03760749299492353,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
train,noisy_count,Noisy + Count,7,1276.2852792127953,1293.9313464445129,500,max_steps,False,False,none,-1,,0.0,False,0,13.311542987823486,6.350257448000001,13.3096201171875,2.03515625,0.0,0.0,0.0,0.0,41.0,5851.0,49140.0,160.73,38.0,42.027136877298354,500,0.0,0.03529213446343484,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
train,noisy_count,Noisy + Count,8,1276.9605727384321,1294.414714127822,500,max_steps,False,False,none,-1,,0.0,False,0,13.714123725891113,6.692913485999995,13.7116748046875,2.03515625,0.0,0.0,0.0,0.0,41.0,5851.0,49140.0,111.73,35.0,35.42265387177467,500,0.0,0.034908282778777944,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
train,noisy_count,Noisy + Count,9,1269.666543975442,1288.405955061436,500,max_steps,False,False,none,-1,,0.0,False,0,13.060049295425415,7.177804985999998,13.0533876953125,2.03515625,0.0,0.0,0.0,0.0,37.0,5851.0,49140.0,116.46,35.0,40.07878892546892,500,0.0,0.03747882217199032,0.0,0.2,0.99,5e-05,1.0,Set3: Noisy/RND/Count candidate ensemble,0.01,0.05,1.0,{'noisy_policy': 500}
