method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
rnd,DQN + RND,train,500,400.86782922100247,400.46550001900005,400.8321197740552,400.43070192400023,0.8016642395481104,0.8008614038480004
rnd,DQN + RND,test,300,258.56510773600166,258.7697375590001,258.55715536601565,258.7623261820006,0.8618571845533854,0.8625410872733353
