method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8highwayV6,Karthikeya27adv8highwayV6,train,500,0,0.0,3367,3367,499,0.998,148.2031482031482,collision_or_out_of_road_or_policy_safety_stop,6.733999999999999,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8highwayV6,Karthikeya27adv8highwayV6,test,300,0,0.0,1698,1698,300,1.0,176.67844522968198,collision_or_out_of_road_or_policy_safety_stop,5.660000000000001,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
