method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,257,275,2247,collision,7.4969116414077925,114.37472185135736,0.514,0.55,0,0.0,500,1.0,222.51891410769915,collision_or_out_of_road,4.493999999999998
epsilon,Epsilon Greedy,test,300,281,19,2009,collision,17.175583333333332,139.87058237929318,0.9366666666666666,0.06333333333333334,0,0.0,300,1.0,149.32802389248383,collision_or_out_of_road,6.696666666666666
