episode,cumulative_pools_created
38,1
38,2
38,3
38,4
38,5
38,6
38,7
40,8
40,9
40,10
40,11
40,12
40,13
41,14
41,15
41,16
41,17
41,18
42,19
43,20
43,21
43,22
44,23
44,24
44,25
45,26
47,27
47,28
47,29
47,30
48,31
48,32
48,33
48,34
48,35
48,36
49,37
49,38
50,39
50,40
50,41
50,42
50,43
50,44
50,45
51,46
52,47
55,48
55,49
56,50
56,51
56,52
56,53
58,54
58,55
58,56
58,57
58,58
59,59
62,60
63,61
64,62
65,63
65,64
65,65
65,66
67,67
67,68
67,69
70,70
71,71
71,72
71,73
73,74
73,75
73,76
73,77
74,78
74,79
74,80
74,81
74,82
75,83
77,84
78,85
78,86
78,87
80,88
80,89
80,90
83,91
86,92
90,93
90,94
92,95
93,96
97,97
97,98
97,99
98,100
98,101
98,102
100,103
101,104
101,105
101,106
101,107
102,108
102,109
104,110
107,111
107,112
109,113
113,114
113,115
114,116
114,117
117,118
117,119
118,120
118,121
121,122
124,123
125,124
125,125
135,126
135,127
137,128
144,129
149,130
149,131
155,132
155,133
156,134
157,135
158,136
159,137
159,138
159,139
165,140
165,141
172,142
176,143
176,144
182,145
185,146
190,147
191,148
193,149
197,150
199,151
205,152
206,153
206,154
209,155
211,156
222,157
224,158
225,159
228,160
229,161
231,162
232,163
235,164
236,165
238,166
239,167
248,168
249,169
249,170
251,171
251,172
260,173
260,174
264,175
269,176
270,177
270,178
270,179
271,180
272,181
273,182
274,183
277,184
285,185
285,186
286,187
287,188
287,189
291,190
292,191
292,192
298,193
304,194
311,195
311,196
311,197
317,198
317,199
318,200
322,201
324,202
335,203
338,204
342,205
344,206
345,207
347,208
353,209
357,210
360,211
360,212
364,213
370,214
372,215
373,216
373,217
373,218
374,219
388,220
390,221
396,222
