method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8956,Karthikeya27adv8956,train,500,0,0.0,2782,2782,500,1.0,179.72681524083393,collision_or_out_of_road_or_policy_safety_stop,5.563999999999999,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8956,Karthikeya27adv8956,test,300,0,0.0,1610,1610,300,1.0,186.33540372670808,collision_or_out_of_road_or_policy_safety_stop,5.366666666666667,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
