episode,cumulative_pools_created
39,1
39,2
39,3
39,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
40,16
40,17
40,18
40,19
40,20
40,21
40,22
40,23
40,24
40,25
40,26
41,27
41,28
41,29
41,30
41,31
41,32
41,33
41,34
41,35
41,36
41,37
41,38
41,39
41,40
43,41
44,42
44,43
45,44
45,45
45,46
45,47
45,48
45,49
45,50
45,51
48,52
48,53
48,54
48,55
48,56
51,57
51,58
52,59
52,60
52,61
52,62
60,63
60,64
60,65
60,66
60,67
60,68
60,69
60,70
61,71
61,72
61,73
61,74
61,75
61,76
61,77
61,78
61,79
61,80
61,81
61,82
61,83
62,84
62,85
62,86
62,87
62,88
62,89
62,90
62,91
62,92
62,93
62,94
62,95
62,96
62,97
62,98
62,99
62,100
62,101
62,102
62,103
62,104
62,105
62,106
63,107
64,108
64,109
64,110
64,111
64,112
64,113
64,114
64,115
64,116
66,117
66,118
66,119
66,120
66,121
66,122
66,123
66,124
67,125
67,126
67,127
67,128
67,129
67,130
67,131
67,132
67,133
67,134
67,135
67,136
67,137
67,138
67,139
67,140
67,141
67,142
67,143
67,144
67,145
67,146
68,147
68,148
68,149
68,150
68,151
68,152
68,153
68,154
68,155
68,156
69,157
69,158
69,159
69,160
69,161
69,162
69,163
69,164
69,165
69,166
70,167
70,168
70,169
70,170
70,171
70,172
70,173
70,174
70,175
70,176
70,177
70,178
70,179
70,180
70,181
70,182
70,183
70,184
70,185
70,186
70,187
70,188
71,189
71,190
71,191
71,192
71,193
71,194
71,195
71,196
71,197
71,198
71,199
71,200
71,201
71,202
71,203
72,204
72,205
73,206
73,207
73,208
73,209
73,210
73,211
73,212
73,213
73,214
74,215
74,216
74,217
74,218
74,219
75,220
75,221
75,222
76,223
76,224
76,225
76,226
77,227
79,228
80,229
80,230
87,231
90,232
91,233
93,234
93,235
93,236
96,237
96,238
100,239
100,240
100,241
100,242
100,243
100,244
100,245
101,246
101,247
102,248
103,249
103,250
103,251
103,252
103,253
104,254
104,255
105,256
105,257
105,258
105,259
105,260
107,261
108,262
108,263
108,264
108,265
108,266
108,267
108,268
108,269
108,270
108,271
108,272
108,273
108,274
108,275
108,276
108,277
110,278
110,279
124,280
124,281
124,282
124,283
132,284
133,285
133,286
133,287
133,288
133,289
140,290
141,291
141,292
141,293
142,294
142,295
142,296
180,297
224,298
224,299
224,300
224,301
233,302
233,303
233,304
233,305
233,306
233,307
234,308
234,309
234,310
234,311
234,312
234,313
234,314
234,315
234,316
235,317
235,318
392,319
392,320
392,321
392,322
392,323
392,324
