method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8highwayV4,Karthikeya27adv8highwayV4,train,100,47,55,501,collision,30.22593680377532,93.812375249501,0.47,0.55,0,0.0,100,1.0,199.6007984031936,collision_or_out_of_road,5.01
Karthikeya27adv8highwayV4,Karthikeya27adv8highwayV4,test,50,50,0,261,collision,5.219999999999999,191.57088122605364,1.0,0.0,0,0.0,50,1.0,191.57088122605364,collision_or_out_of_road,5.219999999999999
