method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv,Karthikeya27adv,train,500,91,450,22592,collision,171.421158815944,4.027974504249292,0.182,0.9,1,0.002,499,0.998,22.08746458923513,collision_or_out_of_road,45.34
Karthikeya27adv,Karthikeya27adv,test,300,151,173,29027,collision,144.1603238656739,5.202053260757226,0.5033333333333333,0.5766666666666667,1,0.0033333333333333335,299,0.9966666666666667,10.30075446997623,collision_or_out_of_road,96.79333333333335
