series_id,method,phase,block,episode_start,episode_end,episodes_in_block,collision_count,out_of_road_count,safety_failure_count,total_steps,collisions_per_1000_steps,collision_rate,out_of_road_per_1000_steps,out_of_road_rate,safety_failures_per_1000_steps,safety_failure_rate
epsilon,Epsilon Greedy,train,1,0,24,25,5,22,25,2533,1.9739439399921042,0.2,8.685353335965258,0.88,9.869719699960521,1.0
epsilon,Epsilon Greedy,train,2,25,49,25,1,24,25,1367,0.731528895391368,0.04,17.55669348939283,0.96,18.2882223847842,1.0
epsilon,Epsilon Greedy,train,3,50,74,25,10,19,25,1988,5.030181086519114,0.4,9.557344064386317,0.76,12.575452716297788,1.0
epsilon,Epsilon Greedy,train,4,75,99,25,5,21,25,2463,2.0300446609825418,0.2,8.526187576126675,0.84,10.150223304912709,1.0
epsilon,Epsilon Greedy,train,5,100,124,25,4,23,25,2083,1.9203072491598656,0.16,11.041766682669227,0.92,12.00192030724916,1.0
epsilon,Epsilon Greedy,train,6,125,149,25,7,19,25,2117,3.3065658951346246,0.28,8.974964572508267,0.76,11.809163911195087,1.0
epsilon,Epsilon Greedy,train,7,150,174,25,5,22,25,2125,2.3529411764705883,0.2,10.352941176470589,0.88,11.764705882352942,1.0
epsilon,Epsilon Greedy,train,8,175,199,25,4,21,25,2279,1.7551557700745941,0.16,9.21456779289162,0.84,10.969723562966212,1.0
epsilon,Epsilon Greedy,train,9,200,224,25,5,21,25,2073,2.41196333815726,0.2,10.130246020260492,0.84,12.0598166907863,1.0
epsilon,Epsilon Greedy,train,10,225,249,25,7,21,25,2440,2.8688524590163933,0.28,8.60655737704918,0.84,10.245901639344263,1.0
epsilon,Epsilon Greedy,train,11,250,274,25,9,16,25,2283,3.942181340341656,0.36,7.00832238282961,0.64,10.950503723171266,1.0
epsilon,Epsilon Greedy,train,12,275,299,25,6,22,25,2337,2.5673940949935816,0.24,9.4137783483098,0.88,10.69747539580659,1.0
epsilon,Epsilon Greedy,train,13,300,324,25,6,19,25,2136,2.808988764044944,0.24,8.895131086142323,0.76,11.704119850187267,1.0
epsilon,Epsilon Greedy,train,14,325,349,25,8,20,25,2350,3.404255319148936,0.32,8.51063829787234,0.8,10.638297872340425,1.0
epsilon,Epsilon Greedy,train,15,350,374,25,1,25,25,2049,0.4880429477794046,0.04,12.201073694485114,1.0,12.201073694485114,1.0
epsilon,Epsilon Greedy,train,16,375,399,25,8,18,25,2191,3.6513007759014147,0.32,8.215426745778183,0.72,11.41031492469192,1.0
epsilon,Epsilon Greedy,train,17,400,424,25,3,22,25,2262,1.3262599469496021,0.12,9.725906277630415,0.88,11.052166224580018,1.0
epsilon,Epsilon Greedy,train,18,425,449,25,9,17,25,2099,4.287756074321106,0.36,8.099094807050976,0.68,11.910433539780849,1.0
epsilon,Epsilon Greedy,train,19,450,474,25,6,19,25,2278,2.633889376646181,0.24,8.340649692712907,0.76,10.974539069359087,1.0
epsilon,Epsilon Greedy,train,20,475,499,25,9,18,25,2158,4.170528266913809,0.36,8.341056533827619,0.72,11.584800741427248,1.0
epsilon,Epsilon Greedy,test,1,0,24,25,10,16,25,1975,5.063291139240507,0.4,8.10126582278481,0.64,12.658227848101266,1.0
epsilon,Epsilon Greedy,test,2,25,49,25,11,15,24,2030,5.41871921182266,0.44,7.389162561576355,0.6,11.822660098522167,0.96
epsilon,Epsilon Greedy,test,3,50,74,25,9,18,25,1823,4.9369171695008225,0.36,9.873834339001645,0.72,13.713658804168952,1.0
epsilon,Epsilon Greedy,test,4,75,99,25,15,12,25,2065,7.263922518159807,0.6,5.811138014527845,0.48,12.106537530266344,1.0
epsilon,Epsilon Greedy,test,5,100,124,25,14,12,25,1937,7.227671657201858,0.56,6.19514713474445,0.48,12.906556530717605,1.0
epsilon,Epsilon Greedy,test,6,125,149,25,13,13,25,1892,6.871035940803383,0.52,6.871035940803383,0.52,13.213530655391121,1.0
epsilon,Epsilon Greedy,test,7,150,174,25,15,12,25,1780,8.426966292134832,0.6,6.741573033707865,0.48,14.044943820224718,1.0
epsilon,Epsilon Greedy,test,8,175,199,25,15,13,25,1838,8.161044613710555,0.6,7.072905331882481,0.52,13.601741022850925,1.0
epsilon,Epsilon Greedy,test,9,200,224,25,17,14,25,2011,8.453505718547985,0.68,6.9617105917454,0.56,12.431626056688215,1.0
epsilon,Epsilon Greedy,test,10,225,249,25,13,13,25,2066,6.292352371732817,0.52,6.292352371732817,0.52,12.100677637947726,1.0
epsilon,Epsilon Greedy,test,11,250,274,25,13,14,25,1867,6.963042313872522,0.52,7.4986609534011786,0.56,13.39046598821639,1.0
epsilon,Epsilon Greedy,test,12,275,299,25,15,11,25,1927,7.784120394395433,0.6,5.708354955889985,0.44,12.973533990659055,1.0
noisy,NoisyNet DQN,train,1,0,24,25,0,11,11,8693,0.0,0.0,1.2653859427125274,0.44,1.2653859427125274,0.44
noisy,NoisyNet DQN,train,2,25,49,25,0,17,17,6260,0.0,0.0,2.7156549520766773,0.68,2.7156549520766773,0.68
noisy,NoisyNet DQN,train,3,50,74,25,0,24,24,4778,0.0,0.0,5.023022185014651,0.96,5.023022185014651,0.96
noisy,NoisyNet DQN,train,4,75,99,25,0,25,25,3274,0.0,0.0,7.6359193646915084,1.0,7.6359193646915084,1.0
noisy,NoisyNet DQN,train,5,100,124,25,0,25,25,1935,0.0,0.0,12.919896640826874,1.0,12.919896640826874,1.0
noisy,NoisyNet DQN,train,6,125,149,25,0,25,25,2544,0.0,0.0,9.827044025157234,1.0,9.827044025157234,1.0
noisy,NoisyNet DQN,train,7,150,174,25,0,25,25,2016,0.0,0.0,12.40079365079365,1.0,12.40079365079365,1.0
noisy,NoisyNet DQN,train,8,175,199,25,0,25,25,1776,0.0,0.0,14.076576576576576,1.0,14.076576576576576,1.0
noisy,NoisyNet DQN,train,9,200,224,25,0,25,25,1940,0.0,0.0,12.88659793814433,1.0,12.88659793814433,1.0
noisy,NoisyNet DQN,train,10,225,249,25,0,25,25,1511,0.0,0.0,16.545334215751158,1.0,16.545334215751158,1.0
noisy,NoisyNet DQN,train,11,250,274,25,0,25,25,1627,0.0,0.0,15.365703749231715,1.0,15.365703749231715,1.0
noisy,NoisyNet DQN,train,12,275,299,25,0,25,25,1790,0.0,0.0,13.966480446927374,1.0,13.966480446927374,1.0
noisy,NoisyNet DQN,train,13,300,324,25,1,24,25,1557,0.6422607578676943,0.04,15.414258188824663,0.96,16.056518946692357,1.0
noisy,NoisyNet DQN,train,14,325,349,25,0,25,25,1519,0.0,0.0,16.458196181698487,1.0,16.458196181698487,1.0
noisy,NoisyNet DQN,train,15,350,374,25,1,25,25,1219,0.8203445447087777,0.04,20.50861361771944,1.0,20.50861361771944,1.0
noisy,NoisyNet DQN,train,16,375,399,25,7,19,25,1727,4.053271569195136,0.28,11.001737116386797,0.76,14.475969889982629,1.0
noisy,NoisyNet DQN,train,17,400,424,25,9,17,25,2006,4.48654037886341,0.36,8.474576271186441,0.68,12.46261216350947,1.0
noisy,NoisyNet DQN,train,18,425,449,25,11,14,25,1992,5.522088353413655,0.44,7.028112449799197,0.56,12.550200803212851,1.0
noisy,NoisyNet DQN,train,19,450,474,25,15,12,25,2035,7.371007371007371,0.6,5.896805896805897,0.48,12.285012285012286,1.0
noisy,NoisyNet DQN,train,20,475,499,25,16,10,25,1914,8.359456635318704,0.64,5.2246603970741905,0.4,13.061650992685475,1.0
noisy,NoisyNet DQN,test,1,0,24,25,10,16,25,1974,5.065856129685917,0.4,8.105369807497468,0.64,12.664640324214792,1.0
noisy,NoisyNet DQN,test,2,25,49,25,11,15,24,2030,5.41871921182266,0.44,7.389162561576355,0.6,11.822660098522167,0.96
noisy,NoisyNet DQN,test,3,50,74,25,9,18,25,1823,4.9369171695008225,0.36,9.873834339001645,0.72,13.713658804168952,1.0
noisy,NoisyNet DQN,test,4,75,99,25,15,13,25,2061,7.27802037845706,0.6,6.307617661329452,0.52,12.1300339640951,1.0
noisy,NoisyNet DQN,test,5,100,124,25,14,12,25,1937,7.227671657201858,0.56,6.19514713474445,0.48,12.906556530717605,1.0
