method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8highwayV5,Karthikeya27adv8highwayV5,train,500,295,210,3430,collision,10.553237467906179,86.00583090379008,0.59,0.42,0,0.0,500,1.0,145.7725947521866,collision_or_out_of_road,6.859999999999999
Karthikeya27adv8highwayV5,Karthikeya27adv8highwayV5,test,300,292,13,1752,collision,5.953231060606059,166.66666666666666,0.9733333333333334,0.043333333333333335,0,0.0,300,1.0,171.23287671232876,collision_or_out_of_road,5.84
