phase,experiment,method,episode,env_reward,training_reward,steps,termination_reason,ended_before_max_steps,collision,collision_actor_type,collision_actor_id,collision_actor_role_name,collision_intensity,stuck,stuck_step_count,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,ram_used_mb,ram_total_mb,ram_percent,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,standard_epsilon,Epsilon,26,246.80774103994833,262.2654787221195,366,collision,True,True,static.car,0,,18299.31874156602,False,0,10.655081748962402,6.63947517699998,10.6521015625,2.00634765625,0.0,0.0,0.0,0.0,35.0,5835.0,49140.0,121.56,36.0,0.5378132485250224,366,0.24240950433512873,0.03981016091886481,0.24240950433512873,8782,8719,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 298, 'epsilon_random': 68}"
train,standard_epsilon,Epsilon,27,246.59196906930532,266.1242359213161,500,max_steps,False,False,none,-1,,0.0,False,0,13.46143126487732,9.185589841999985,13.4586220703125,2.00634765625,0.0,0.0,0.0,0.0,42.0,5835.0,49140.0,170.53,40.0,0.641708062171936,500,0.09225914566300343,0.03814194224738925,0.09225914566300343,9282,9219,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 392, 'epsilon_random': 108}"
train,standard_epsilon,Epsilon,28,172.49530955037676,183.09984484237012,244,collision,True,True,static.building,0,,12330.572265625,False,0,7.283824443817139,4.700738435000005,7.280537109375,2.00634765625,0.0,0.0,0.0,0.0,35.0,5835.0,49140.0,131.22,36.0,0.4496090814288034,244,0.1705515650902554,0.0417556945621854,0.1705515650902554,9526,9463,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 48, 'greedy': 196}"
train,standard_epsilon,Epsilon,29,855.5969591326327,874.1674237452697,500,max_steps,False,False,none,-1,,0.0,False,0,14.844902038574219,9.717995166999998,14.842064453125,2.00634765625,0.0,0.0,0.0,0.0,38.0,5835.0,49140.0,124.29,36.0,0.6274116828162223,500,0.050161699601827425,0.036639312229255226,0.050161699601827425,10026,9963,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 407, 'epsilon_random': 93}"
train,standard_epsilon,Epsilon,30,332.1210195406512,344.7993063691565,317,collision,True,True,static.building,0,,8435.599609375,False,0,9.0297532081604,5.701587663999987,9.0271640625,2.00634765625,0.0,0.0,0.0,0.0,35.0,5835.0,49140.0,144.96,37.0,0.6054407585858829,317,0.07370071427210613,0.03925758853079661,0.07370071427210613,10343,10280,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 240, 'epsilon_random': 77}"
train,standard_epsilon,Epsilon,31,602.6017420000126,619.2972876444493,433,collision,True,True,static.dynamic,0,,14175.48046875,False,0,13.107096672058105,7.536514067000013,13.104494140625,2.00634765625,0.0,0.0,0.0,0.0,36.0,5835.0,49140.0,115.29,35.0,0.5607891251003976,433,0.04426472644965803,0.0381151948704593,0.04426472644965803,10776,10713,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 82, 'greedy': 351}"
train,standard_epsilon,Epsilon,32,322.9115199232305,338.4411803108193,426,collision,True,True,static.trafficsign,0,,11984.721541684712,False,0,12.038482427597046,7.912571434,12.035658203125,2.00634765625,0.0,0.0,0.0,0.0,39.0,5835.0,49140.0,142.09,37.0,0.6045481434546656,426,0.05866238448964998,0.03586797800390449,0.05866238448964998,11202,11139,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 351, 'epsilon_random': 75}"
train,standard_epsilon,Epsilon,33,669.3689659243436,685.0182861032478,452,collision,True,True,static.static,0,,1748.6994906665018,False,0,13.625438928604126,8.852356316999987,13.6227392578125,2.00634765625,0.0,0.0,0.0,0.0,31.0,5835.0,49140.0,113.74,35.0,0.705462516046467,452,0.024385601454875453,0.03437853376178718,0.024385601454875453,11654,11591,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 347, 'epsilon_random': 105}"
train,standard_epsilon,Epsilon,34,346.37742173264235,360.84298450462455,364,collision,True,True,static.pole,0,,7832.284648608903,False,0,10.797056913375854,6.648024470999985,10.7943349609375,2.00634765625,0.0,0.0,0.0,0.0,30.0,5835.0,49140.0,111.7,35.0,0.5636599841067097,364,0.054124780514250015,0.03919930926074228,0.054124780514250015,12018,11955,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 286, 'epsilon_random': 78}"
train,standard_epsilon,Epsilon,35,330.3362732792037,348.51654946392136,455,collision,True,True,static.car,0,,15159.919921881894,False,0,12.71385931968689,7.8588238719999595,12.71101171875,2.00634765625,0.0,0.0,0.0,0.0,39.0,5835.0,49140.0,132.0,36.0,0.7719995343914399,455,0.09306868397404316,0.03902596411568681,0.09306868397404316,12473,12410,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 385, 'epsilon_random': 70}"
