method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,500,277,227,2250,collision,6.616840082882223,123.11111111111111,0.554,0.454,0,0.0,500,1.0,222.22222222222223,collision_or_out_of_road,4.499999999999999
noisy,NoisyNet DQN,test,300,300,0,1705,collision,5.683333333333332,175.95307917888562,1.0,0.0,0,0.0,300,1.0,175.95307917888562,collision_or_out_of_road,5.683333333333332
