method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,train,100,0,0.0,342,342,100,1.0,292.39766081871346,collision_or_out_of_road_or_policy_safety_stop,3.420000000000001,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8highwayV3,Karthikeya27adv8highwayV3,test,50,0,0.0,746,746,50,1.0,67.02412868632707,collision_or_out_of_road_or_policy_safety_stop,14.919999999999996,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
