series_id,method,source_kind,source_name,phase,rmst_tau,episodes,collision_count,total_steps,collision_rmst,collisions_per_1000_steps,collision_rate,collision_rmst_ci_low,collision_rmst_ci_high,collisions_per_1000_steps_ci_low,collisions_per_1000_steps_ci_high,collision_rate_ci_low,collision_rate_ci_high
epsilon,Epsilon Greedy,baseline,epsilon,train,500,500,287,2289,14.1739044468423,125.38226299694189,0.574,6.001881806249969,33.22410528279625,115.41848323069509,135.61698484406878,0.53,0.616
epsilon,Epsilon Greedy,baseline,epsilon,test,500,300,300,1715,5.716666666666668,174.9271137026239,1.0,5.363333333333332,6.086666666666666,164.29353778751369,186.45121193287756,1.0,1.0
noisy,NoisyNet DQN,baseline,noisy,train,500,500,374,2489,6.053010446167161,150.26114905584572,0.748,5.753651852860805,16.96491368781888,140.93072499289943,159.5399121907517,0.71,0.786
noisy,NoisyNet DQN,baseline,noisy,test,500,300,300,1697,5.656666666666666,176.78255745433117,1.0,5.313249999999998,6.023333333333333,166.02102933038185,188.20872528100904,1.0,1.0
rnd,DQN + RND,baseline,rnd,train,500,500,279,2311,33.6984540557262,120.72695802682821,0.558,6.324392060872213,64.4041101371356,110.43911857538804,131.34930814178097,0.514,0.602
rnd,DQN + RND,baseline,rnd,test,500,300,297,1675,5.626420168067226,177.3134328358209,0.99,5.287257575757575,5.980786056049212,166.7605633802817,188.8475220318546,0.9766666666666667,1.0
Karthikeya27adv23,Policy (Karthikeya27adv23),policy,Karthikeya27adv23,train,500,500,178,4570,17.80633211271811,38.949671772428886,0.356,15.770419117680834,20.24458082451501,34.701062069134494,43.18591065322611,0.314,0.398
Karthikeya27adv23,Policy (Karthikeya27adv23),policy,Karthikeya27adv23,test,500,300,136,3542,19.340101869433926,38.396386222473176,0.4533333333333333,17.280635071682948,21.61981428616883,33.92694198067086,43.32791460900926,0.39666666666666667,0.51
