method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv8956,Karthikeya27adv8956,train,500,402.5098301469998,402.42728393,402.4813351430057,402.3997266959999,0.8049626702860114,0.8047994533919998
Karthikeya27adv8956,Karthikeya27adv8956,test,300,258.6242825039999,258.845629357,258.6163119200028,258.8381440790004,0.8620543730666759,0.8627938135966681
