series_id,method,source_kind,source_name,phase,episodes,summed_episode_wall_time_seconds,summed_episode_wall_time_minutes,average_wall_time_seconds_per_episode,median_wall_time_seconds_per_episode,std_wall_time_seconds_per_episode,min_wall_time_seconds_per_episode,p25_wall_time_seconds_per_episode,p75_wall_time_seconds_per_episode,p95_wall_time_seconds_per_episode,max_wall_time_seconds_per_episode,summed_episode_cpu_time_seconds,average_cpu_time_seconds_per_episode,total_environment_steps,average_environment_steps_per_episode,average_wall_time_ms_per_environment_step
epsilon,Epsilon Greedy,baseline,epsilon,train,500,525.9646533219993,8.766077555366655,1.0519293066439988,0.8081707255000765,0.8866820483733171,0.1615850520001913,0.5408077535005305,1.2269778804998168,2.8775904484497445,8.178702449000411,525.924160939,1.051848321878,2486,4.972,211.5706570080448
epsilon,Epsilon Greedy,baseline,epsilon,test,300,260.3314963799985,4.338858272999975,0.867771654599995,0.7617271715002971,0.48399656807486324,0.3072155740001108,0.6085555309998654,1.0615631134999148,1.8735213075002788,3.732327184000496,260.5156506879995,0.8683855022933316,1689,5.63,154.13350880994582
noisy,NoisyNet DQN,baseline,noisy,train,500,441.4886513509855,7.358144189183092,0.882977302701971,0.7848710400003256,0.5737595915389434,0.1588288679995457,0.47872269399931605,1.095170437000661,1.9161212101989797,5.853306510000039,441.4808541679995,0.882961708335999,2791,5.582,158.18296357971533
noisy,NoisyNet DQN,baseline,noisy,test,300,269.341160973996,4.4890193495666,0.8978038699133201,0.7653960945008293,0.572471472755217,0.3104443809988879,0.6102154482500737,1.0597464757488524,1.9863220846486913,5.005076948000351,269.53179438899906,0.8984393146299968,1743,5.81,154.52734421916009
rnd,DQN + RND,baseline,rnd,train,500,399.08879331698336,6.6514798886163895,0.7981775866339668,0.6512139549995482,0.5523143304201676,0.161350604999825,0.4750642952494672,0.9752529512493311,1.8312443599505952,4.783841362999738,398.9824450270014,0.7979648900540028,2490,4.98,160.2766238220817
rnd,DQN + RND,baseline,rnd,test,300,263.30962820199056,4.38849380336651,0.8776987606733019,0.7636097470003733,0.4908699643649671,0.3064657409995561,0.6100356689998989,1.0696258287503042,1.9492719961007425,3.683885661999738,263.48827866800025,0.8782942622266675,1689,5.63,155.89676033273568
Karthikeya27adv8956,Policy (Karthikeya27adv8956),policy,Karthikeya27adv8956,train,500,754.5427507699933,12.575712512833222,1.5090855015399867,0.9503030394998859,1.6769242702173923,0.1581611559995508,0.482299292499647,1.8925723387496873,4.6481958872001075,19.52927287499915,754.7463088280003,1.5094926176560006,4692,9.384,160.8147380157701
Karthikeya27adv8956,Policy (Karthikeya27adv8956),policy,Karthikeya27adv8956,test,300,263.03549146100704,4.383924857683451,0.8767849715366901,0.7719444474996635,0.4838996892086239,0.3101178209999489,0.6157704790002754,1.065605636500095,1.9143616748006942,3.741664748000403,263.2391435700025,0.8774638119000083,1697,5.656666666666666,155.00028960577905
Karthikeya27adv8956V2,Policy (Karthikeya27adv8956V2),policy,Karthikeya27adv8956V2,train,500,733.505111202001,12.225085186700017,1.467010222404002,0.927340780493978,1.6076450452407107,0.1565978779981378,0.4712339772449923,1.8518557969946416,4.568085402902938,18.71248221199494,733.3423141159997,1.4666846282319994,4743,9.486,154.65003398734999
Karthikeya27adv8956V2,Policy (Karthikeya27adv8956V2),policy,Karthikeya27adv8956V2,test,300,259.58276510305586,4.326379418384264,0.8652758836768529,0.7622482770020724,0.4784930157330193,0.3064682160038501,0.6075747792492621,1.060479462503281,1.842877689600574,3.743659960004152,259.79129830999875,0.8659709943666625,1697,5.656666666666666,152.96568361995043
