episode,cumulative_pools_created
39,1
39,2
40,3
40,4
40,5
40,6
40,7
41,8
41,9
41,10
42,11
42,12
42,13
42,14
42,15
42,16
43,17
43,18
43,19
43,20
43,21
44,22
44,23
44,24
44,25
44,26
44,27
45,28
45,29
45,30
45,31
46,32
46,33
46,34
46,35
46,36
46,37
47,38
47,39
47,40
47,41
47,42
47,43
47,44
47,45
47,46
48,47
48,48
48,49
48,50
48,51
48,52
48,53
48,54
49,55
49,56
50,57
51,58
51,59
51,60
51,61
52,62
52,63
52,64
52,65
52,66
52,67
53,68
53,69
54,70
54,71
54,72
54,73
54,74
54,75
54,76
57,77
57,78
57,79
57,80
58,81
58,82
58,83
58,84
58,85
58,86
58,87
58,88
58,89
59,90
59,91
59,92
59,93
59,94
59,95
59,96
59,97
59,98
60,99
60,100
60,101
60,102
60,103
60,104
60,105
60,106
60,107
60,108
60,109
61,110
61,111
61,112
61,113
61,114
61,115
61,116
62,117
62,118
62,119
62,120
62,121
63,122
63,123
63,124
63,125
63,126
63,127
63,128
63,129
63,130
64,131
64,132
64,133
64,134
64,135
65,136
65,137
66,138
66,139
66,140
66,141
67,142
67,143
67,144
67,145
67,146
68,147
68,148
68,149
68,150
68,151
68,152
69,153
69,154
69,155
69,156
69,157
70,158
70,159
70,160
71,161
71,162
73,163
73,164
73,165
74,166
74,167
74,168
75,169
75,170
75,171
75,172
75,173
75,174
75,175
77,176
77,177
78,178
83,179
83,180
83,181
85,182
85,183
86,184
86,185
90,186
90,187
91,188
91,189
91,190
91,191
91,192
92,193
92,194
92,195
92,196
103,197
104,198
107,199
113,200
121,201
121,202
121,203
121,204
124,205
125,206
126,207
129,208
129,209
129,210
143,211
144,212
145,213
145,214
159,215
159,216
159,217
168,218
186,219
186,220
186,221
186,222
186,223
187,224
187,225
187,226
196,227
196,228
196,229
196,230
196,231
206,232
206,233
207,234
207,235
215,236
216,237
216,238
216,239
216,240
217,241
217,242
218,243
220,244
234,245
234,246
234,247
234,248
234,249
234,250
235,251
235,252
235,253
264,254
274,255
274,256
274,257
274,258
274,259
292,260
292,261
292,262
292,263
292,264
292,265
292,266
299,267
299,268
300,269
300,270
300,271
300,272
326,273
327,274
328,275
328,276
328,277
328,278
329,279
329,280
329,281
329,282
330,283
330,284
330,285
355,286
355,287
368,288
369,289
398,290
398,291
398,292
