policy_folder,display_label,evaluation_variant,source_name,source_csv,experiment,method
Karthikeya27adv8highway,Policy (Karthikeya27adv8highway),standard,Karthikeya27adv8highway,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_76/Karthikeya27adv8highway/all_episode_results.csv,Karthikeya27adv8highway,Karthikeya27adv8highway
Karthikeya27adv8highwayV2,Policy (Karthikeya27adv8highwayV2),standard,Karthikeya27adv8highwayV2,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_76/Karthikeya27adv8highwayV2/all_episode_results.csv,Karthikeya27adv8highwayV2,Karthikeya27adv8highwayV2
Karthikeya27adv8highwayV4,Policy (Karthikeya27adv8highwayV4),standard,Karthikeya27adv8highwayV4,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_76/Karthikeya27adv8highwayV4/all_episode_results.csv,Karthikeya27adv8highwayV4,Karthikeya27adv8highwayV4
Karthikeya27adv8highwayV6,Policy (Karthikeya27adv8highwayV6),standard,Karthikeya27adv8highwayV6,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_76/Karthikeya27adv8highwayV6/all_episode_results.csv,Karthikeya27adv8highwayV6,Karthikeya27adv8highwayV6
Karthikeya27adv8highwayV7,Policy (Karthikeya27adv8highwayV7),standard,Karthikeya27adv8highwayV7,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_76/Karthikeya27adv8highwayV7/all_episode_results.csv,Karthikeya27adv8highwayV7,Karthikeya27adv8highwayV7
Karthikeya27adv8956V2,Policy (Karthikeya27adv8956V2),standard,Karthikeya27adv8956V2,/home/karthik/Desktop/Karthikeya/genadv/highwayonly/highway_canonical_baselines_package/highway_canonical_baselines/policy_results/seed_76/Karthikeya27adv8956V2/all_episode_results.csv,Karthikeya27adv8956V2,Karthikeya27adv8956V2
