method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8highwayV7,Karthikeya27adv8highwayV7,train,500,0,0.0,2745,2745,500,1.0,182.14936247723134,collision_or_out_of_road_or_policy_safety_stop,5.489999999999998,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8highwayV7,Karthikeya27adv8highwayV7,test,300,0,0.0,1766,1766,300,1.0,169.8754246885617,collision_or_out_of_road_or_policy_safety_stop,5.886666666666668,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
