method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8highway,Karthikeya27adv8highway,train,500,0,0.0,3126,3126,500,1.0,159.9488163787588,collision_or_out_of_road_or_policy_safety_stop,6.252,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8highway,Karthikeya27adv8highway,test,300,0,0.0,1580,1580,300,1.0,189.873417721519,collision_or_out_of_road_or_policy_safety_stop,5.266666666666667,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
