pool_representation,safety_vector_names,calibration_target_states,calibration_states_collected,calibration_complete,general_similarity_threshold,general_rms_threshold,candidate_general_rms_threshold,safety_similarity_threshold,safety_rms_threshold,candidate_safety_rms_threshold,close_enough_fallback_enabled,normal_general_cosine_relaxation,normal_general_rms_relaxation,normal_general_relaxation_requires_both_gates,normal_general_relaxation_keeps_safety_gates_strict,capacity_fallback_scope,capacity_fallback_general_variation,capacity_fallback_general_cosine_relaxation,capacity_fallback_general_rms_relaxation,capacity_fallback_safety_improvement,capacity_fallback_directional_features,capacity_fallback_speed_directional,close_enough_safety_gates_relaxed,general_normalizer_observation_count,general_normalizer_frozen,general_normalizer_mean_absolute_mean,general_normalizer_mean_standard_deviation,general_normalizer_min_standard_deviation,general_normalizer_max_standard_deviation,safety_normalizer_observation_count,safety_normalizer_frozen,safety_normalizer_mean_absolute_mean,safety_normalizer_mean_standard_deviation,safety_normalizer_min_standard_deviation,safety_normalizer_max_standard_deviation
general observation AND safety vector,lane_boundary_clearance|nearest_collision_hazard_center_distance|absolute_lane_offset|absolute_heading_error|ego_speed_km_h,500,500,True,0.85,0.6269815623760223,0.4,0.95,0.2,0.3,True,0.03,0.1,True,True,candidate_hard_limit_permanent_full_or_eviction,0.2,0.03,0.2,0.05,lane_clearance:+|threat_distance:+|lane_offset:-|heading_error:-,False,False,250,True,0.18642700403673146,0.4031825569278092,0.001,24.55869054954066,250,True,41.10047344616653,10.73869582434491,0.6200261210632534,28.10273806544467
