episode,cumulative_pools_created
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
41,12
41,13
41,14
41,15
41,16
41,17
41,18
41,19
44,20
44,21
44,22
44,23
44,24
44,25
44,26
44,27
44,28
44,29
44,30
44,31
44,32
44,33
44,34
44,35
52,36
52,37
52,38
52,39
52,40
54,41
54,42
55,43
57,44
57,45
57,46
57,47
57,48
57,49
57,50
57,51
57,52
57,53
57,54
57,55
57,56
57,57
57,58
57,59
57,60
57,61
62,62
62,63
62,64
62,65
62,66
63,67
64,68
64,69
66,70
66,71
66,72
66,73
67,74
67,75
67,76
67,77
67,78
67,79
67,80
67,81
67,82
67,83
67,84
69,85
69,86
70,87
70,88
71,89
71,90
71,91
71,92
71,93
71,94
71,95
73,96
73,97
74,98
76,99
76,100
76,101
77,102
77,103
77,104
77,105
77,106
78,107
78,108
78,109
78,110
78,111
78,112
78,113
78,114
78,115
78,116
78,117
78,118
78,119
78,120
78,121
78,122
79,123
79,124
82,125
84,126
84,127
85,128
85,129
85,130
85,131
85,132
85,133
85,134
85,135
85,136
85,137
85,138
85,139
85,140
87,141
87,142
88,143
89,144
89,145
90,146
90,147
90,148
90,149
90,150
90,151
90,152
90,153
90,154
90,155
90,156
90,157
90,158
90,159
90,160
90,161
90,162
90,163
90,164
90,165
90,166
90,167
92,168
92,169
94,170
94,171
94,172
96,173
96,174
96,175
96,176
96,177
96,178
96,179
96,180
96,181
96,182
96,183
96,184
96,185
96,186
96,187
96,188
96,189
96,190
96,191
96,192
96,193
96,194
96,195
96,196
96,197
96,198
96,199
96,200
96,201
96,202
96,203
96,204
96,205
96,206
96,207
96,208
96,209
96,210
96,211
96,212
96,213
96,214
96,215
96,216
96,217
96,218
96,219
96,220
96,221
96,222
98,223
98,224
98,225
98,226
98,227
98,228
98,229
99,230
99,231
99,232
99,233
99,234
99,235
99,236
99,237
99,238
99,239
99,240
99,241
99,242
99,243
99,244
99,245
99,246
99,247
99,248
99,249
99,250
100,251
100,252
100,253
100,254
101,255
103,256
103,257
103,258
103,259
103,260
103,261
103,262
103,263
103,264
103,265
103,266
103,267
103,268
103,269
103,270
103,271
104,272
104,273
104,274
104,275
104,276
104,277
104,278
107,279
107,280
107,281
108,282
108,283
108,284
108,285
108,286
108,287
108,288
108,289
108,290
108,291
108,292
108,293
108,294
108,295
109,296
109,297
109,298
109,299
109,300
109,301
109,302
109,303
109,304
109,305
109,306
109,307
109,308
109,309
109,310
109,311
109,312
109,313
109,314
109,315
109,316
109,317
109,318
110,319
110,320
110,321
119,322
138,323
158,324
169,325
169,326
