method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8highwayV2,Karthikeya27adv8highwayV2,train,500,0,0.0,2801,2801,500,1.0,178.5076758300607,collision_or_out_of_road_or_policy_safety_stop,5.601999999999998,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8highwayV2,Karthikeya27adv8highwayV2,test,300,0,0.0,1688,1688,300,1.0,177.72511848341233,collision_or_out_of_road_or_policy_safety_stop,5.626666666666666,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
