episode,cumulative_pools_created
92,1
93,2
94,3
95,4
96,5
98,6
99,7
101,8
105,9
107,10
108,11
109,12
110,13
111,14
112,15
113,16
115,17
116,18
117,19
119,20
120,21
120,22
121,23
123,24
128,25
129,26
130,27
131,28
133,29
134,30
135,31
136,32
139,33
140,34
141,35
143,36
144,37
145,38
145,39
146,40
146,41
150,42
153,43
153,44
155,45
157,46
159,47
162,48
163,49
167,50
170,51
171,52
172,53
175,54
183,55
187,56
189,57
190,58
190,59
192,60
193,61
195,62
197,63
200,64
200,65
201,66
209,67
210,68
213,69
215,70
219,71
221,72
223,73
223,74
223,75
226,76
229,77
234,78
240,79
244,80
246,81
249,82
250,83
257,84
263,85
264,86
265,87
266,88
268,89
272,90
272,91
274,92
280,93
285,94
285,95
286,96
291,97
300,98
301,99
307,100
309,101
311,102
324,103
327,104
328,105
381,106
383,107
394,108
401,109
429,110
430,111
443,112
