experiment,method,lr_multiplier,learning_rate,final_learning_rate,average_train_reward,median_train_reward,std_train_reward,min_train_reward,max_train_reward,q1_train_reward,q3_train_reward,average_test_reward,median_test_reward,mode_test_reward,min_test_reward,max_test_reward,range_test_reward,std_test_reward,q1_test_reward,q3_test_reward,convergence_episode,convergence_time_seconds,convergence_cpu_time_seconds,convergence_gpu_time_seconds,total_training_wall_time_seconds,total_training_cpu_time_seconds,total_training_gpu_time_seconds,total_training_episodes,dqn_technology,rnd_beta,count_beta,count_state_bin_size,network_frozen_during_testing
standard_epsilon,Epsilon Greedy,1.0,5e-05,5e-05,828.6109127662243,829.0108635043696,4.400110908731578,743.2861779745798,831.2762522924216,828.1603951470256,829.7389095267933,833.5802170266054,833.5802170266054,833.580217,833.5802170266054,833.5802170266054,0.0,0.0,833.5802170266054,833.5802170266054,14,44.469895288467406,43.57772438020404,44.46797394238281,1588.2105460166931,1556.3472992930015,1588.141926513672,500,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,0.05,True
median_50,Median 50,1.0,5e-05,5e-05,824.3175435160613,826.0137758148453,21.808158834982088,372.6580016687196,829.7414998200744,824.6611564621315,827.123649774116,833.580217026606,833.580217026606,833.580217,833.580217026606,833.580217026606,0.0,0.0,833.580217026606,833.580217026606,12,36.84356674575806,36.07410776023207,36.84197871679688,1535.1486144065857,1503.0878233430028,1535.0824465332032,500,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,0.05,True
