method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,0,500,2678,collision,500.0,0.0,0.0,1.0,0,0.0,500,1.0,186.70649738610905,collision_or_out_of_road,5.355999999999999
epsilon,Epsilon Greedy,test,300,0,300,2769,collision,500.0,0.0,0.0,1.0,0,0.0,300,1.0,108.34236186348862,collision_or_out_of_road,9.23
