method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
rnd,DQN + RND,train,500,132,403,44623,collision,176.23045401469875,2.958115769894449,0.264,0.806,0,0.0,500,1.0,11.204983976872914,collision_or_out_of_road,89.246
rnd,DQN + RND,test,300,156,168,23251,collision,91.17958525912721,6.709388843490602,0.52,0.56,1,0.0033333333333333335,299,0.9966666666666667,12.859661950023655,collision_or_out_of_road,77.53090909090909
