method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,1,0,1,1,collision,1.0,0.0,0.0,1.0,0,0.0,1,1.0,1000.0,collision_or_out_of_road,1.0
noisy,NoisyNet DQN,test,1,0,0,1,collision,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,collision_or_out_of_road,1.0
