method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
rnd,DQN + RND,train,500,254,279,2426,collision,49.96983449659342,104.69909315746084,0.508,0.558,0,0.0,500,1.0,206.10057708161582,collision_or_out_of_road,4.8519999999999985
rnd,DQN + RND,test,300,288,14,1687,collision,5.801297738227659,170.71724955542382,0.96,0.04666666666666667,0,0.0,300,1.0,177.83046828689982,collision_or_out_of_road,5.623333333333332
