method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
rnd,DQN + RND,train,500,277,268,2510,collision,42.787501372139815,110.35856573705179,0.554,0.536,0,0.0,500,1.0,199.20318725099602,collision_or_out_of_road,5.019999999999999
rnd,DQN + RND,test,300,298,4,3585,collision,12.415396825396828,83.12412831241284,0.9933333333333333,0.013333333333333334,0,0.0,300,1.0,83.68200836820084,collision_or_out_of_road,11.950000000000008
