episode,cumulative_pools_created
63,1
69,2
69,3
72,4
74,5
75,6
76,7
77,8
80,9
81,10
85,11
91,12
92,13
92,14
94,15
94,16
98,17
103,18
103,19
104,20
107,21
109,22
111,23
113,24
113,25
115,26
117,27
118,28
127,29
128,30
132,31
134,32
141,33
142,34
151,35
153,36
160,37
161,38
167,39
170,40
178,41
179,42
180,43
185,44
191,45
192,46
192,47
192,48
193,49
193,50
196,51
201,52
202,53
204,54
206,55
206,56
210,57
213,58
213,59
221,60
222,61
226,62
226,63
229,64
239,65
241,66
245,67
246,68
251,69
255,70
255,71
266,72
269,73
272,74
275,75
275,76
280,77
287,78
289,79
296,80
302,81
304,82
311,83
311,84
314,85
324,86
325,87
338,88
338,89
351,90
353,91
358,92
374,93
385,94
385,95
388,96
394,97
396,98
397,99
405,100
407,101
414,102
414,103
414,104
414,105
420,106
429,107
459,108
