method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,267,268,2053,collision,13.632865017582024,130.05358012664394,0.534,0.536,0,0.0,500,1.0,243.54603019970776,collision_or_out_of_road,4.105999999999999
epsilon,Epsilon Greedy,test,300,300,0,1698,collision,5.659999999999999,176.67844522968198,1.0,0.0,0,0.0,300,1.0,176.67844522968198,collision_or_out_of_road,5.659999999999999
