method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8956,Karthikeya27adv8956,train,500,332,180,5869,collision,21.069344581070787,56.56841029136139,0.664,0.36,0,0.0,499,0.998,85.02300221502811,collision_or_out_of_road,11.738000000000001
Karthikeya27adv8956,Karthikeya27adv8956,test,300,300,0,2450,collision,8.166666666666664,122.44897959183673,1.0,0.0,0,0.0,300,1.0,122.44897959183673,collision_or_out_of_road,8.166666666666664
