episode,cumulative_pools_created
62,1
62,2
62,3
62,4
62,5
62,6
64,7
64,8
64,9
64,10
64,11
64,12
64,13
64,14
64,15
65,16
66,17
67,18
70,19
72,20
74,21
74,22
76,23
76,24
78,25
79,26
87,27
91,28
93,29
115,30
118,31
121,32
121,33
125,34
137,35
143,36
152,37
153,38
156,39
157,40
158,41
159,42
159,43
160,44
189,45
192,46
199,47
202,48
207,49
208,50
216,51
218,52
218,53
218,54
219,55
226,56
233,57
239,58
254,59
255,60
258,61
269,62
278,63
282,64
282,65
287,66
291,67
295,68
313,69
316,70
327,71
329,72
333,73
336,74
343,75
350,76
351,77
373,78
385,79
